Default channel group,Data driven path attributed conversions,Conversions,Purchase revenue,Days to conversion,Touchpoints to conversion
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,5749.998816,11,12
"[""Organic Search"",""Paid Video"",""Organic Search""]",NaN,9,0,0,3
"[""Paid Other"",""Paid Other"",""Organic Search"",""Organic Search""]",NaN,9,0,0,4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,0,9
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,9,0,0,10
"[""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,9,0,0,11
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,9,0,0,12
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Search""]",NaN,9,0,0,17
"[""Cross-network"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,9,0,0,20
"[""Paid Search"",""Referral"",""Referral"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,9,0,0.333333333,10.66666667
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,9,0,0.666666667,7
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,0.666666667,15.55555556
"[""Organic Video"",""Organic Video"",""Organic Search""]",NaN,9,0,0.777777778,3.333333333
"[""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search""]",NaN,9,0,0.777777778,11
"[""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Cross-network""]",NaN,9,0,0.888888889,5
"[""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,9,0,0.888888889,10
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,9,0,1,7
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,9,0,1,11
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,9,0,1,12
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,9,0,1,19
"[""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral""]",NaN,9,0,1,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,9,0,1,20
"[""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network""]",NaN,9,0,1.111111111,9
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,9,0,1.333333333,10
"[""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,9,0,1.555555556,13
"[""Paid Video"",""Paid Video"",""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,9,0,1.777777778,9
"[""Cross-network"",""Paid Video"",""Paid Video"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,9,0,2,10
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,9,0,2,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,9,0,2,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,2,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,2,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,9,0,2,20
"[""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,2.111111111,7
"[""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,9,0,2.222222222,11
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,2.666666667,9
"[""Paid Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,3,14
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,9,0,3,17
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,9,0,3,17
"[""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,9,0,3,17
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,3,30.22222222
"[""Paid Video"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Video"",""Paid Search""]",NaN,9,0,4,7
"[""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""SMS"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,4,16
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,9,0,4,20
"[""Email"",""Email"",""Paid Video""]",NaN,9,0,4.222222222,3
"[""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,4.222222222,6.666666667
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search""]",NaN,9,0,4.333333333,7
"[""Paid Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,9,0,4.555555556,20
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,9,0,5,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,9,0,6,20
"[""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,9,0,6,20
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,9,0,6.111111111,20
"[""Paid Search"",""Organic Video"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,6.222222222,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,6.333333333,10
"[""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,9,0,6.444444444,18
"[""Cross-network"",""Referral"",""Referral"",""Paid Search""]",NaN,9,0,6.666666667,4
"[""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,7,8
"[""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,9,0,7,12
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video""]",NaN,9,0,7,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,7.222222222,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,7.222222222,20
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,9,0,7.444444444,18
"[""Paid Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,9,0,7.555555556,15.11111111
"[""Organic Search"",""Organic Search"",""Organic Social""]",NaN,9,0,7.666666667,3
"[""Paid Video"",""Paid Video"",""Organic Video"",""Paid Video""]",NaN,9,0,8,4
"[""Cross-network"",""Organic Search"",""Cross-network"",""Display"",""Referral"",""Organic Search""]",NaN,9,0,8,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,8,18.33333333
"[""Paid Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,9,0,8.222222222,9
"[""Organic Video"",""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,9,0,9,6
"[""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,9,0,9,7
"[""Paid Search"",""Display"",""Display"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,9,0,9,12
"[""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,9,0,9,15
